ORF_Info,Phi_Post_Arith_Mean,Phi_Post_Median,Phi_Post_Geom_Mean,Phi_Post_Harm_Mean,Phi_Post_SD
SAKL0A00132g,0.265533744500289,0.248433210078688,0.232543786763941,0.19477923248244,0.12794169069928
SAKL0A00154g,1.41947476411165,1.41648193424042,1.40919001621287,1.39880551218725,0.170564041000138
SAKL0A00176g,0.751872931477273,0.751134856403077,0.709850364156571,0.658915950057029,0.237666870531058
SAKL0A00198g,0.657946198231857,0.654229656538432,0.622978648420551,0.577614279936833,0.201694497287917
SAKL0A00220g,1.64706999778582,1.6459016421083,1.6370043847291,1.62680419001072,0.181174872055279
SAKL0A00242g,0.606735244513481,0.6027840617083,0.581080686328044,0.550511054792101,0.167008604210122
SAKL0A00264g,0.975990007880758,0.976489522140113,0.971293179952972,0.9665618302321,0.095534478471816
SAKL0A00286g,0.141742501580742,0.125683269022489,0.119542640975737,0.0971679132489785,0.0811202867149518
SAKL0A00308g,3.00219899200613,3.00130405684388,2.99152300055661,2.98075704095206,0.252424690778394
SAKL0A00330g,0.229160121963337,0.216650300731247,0.19872313599217,0.16536033392991,0.114792986473374
SAKL0A00352g,0.751682557241857,0.746951958882198,0.730476200064545,0.707019910526976,0.172991248773936
SAKL0A00374g,0.870819128950961,0.872914122518343,0.858608862166136,0.845887857890699,0.143441887746957
SAKL0A00396g,1.09973596542956,1.09155489263597,1.06779811626432,1.03258430262781,0.257570712815477
SAKL0A00418g,0.567009442266854,0.561827338010194,0.541512882949333,0.509148468563656,0.161020317167582
SAKL0A00440g,0.882796196035725,0.882651557447911,0.879235025249647,0.875642062443306,0.0790365094963111
SAKL0A00462g,0.115019964001582,0.107595494111369,0.101227880684455,0.0866309413054665,0.0557404789325997
SAKL0A00484g,0.559671532911735,0.559069837223953,0.547051252590895,0.53338056798406,0.115747646230644
SAKL0A00506g,0.941067760378513,0.936423511937975,0.873159514034949,0.786773378515379,0.332716701554768
SAKL0A00528g,0.170464834291851,0.156824853131824,0.146738588989274,0.121094928407377,0.0895997810354869
SAKL0A00550g,0.361780159284468,0.335107527544224,0.311850174611425,0.25533733882302,0.185114505426126
SAKL0A00572g,0.952661895999579,0.952656257445973,0.947009923925694,0.941254690199554,0.103026783786996
SAKL0A00594g,1.03108426838859,1.03127394169766,1.0202569171663,1.00905818568092,0.147557300845325
SAKL0A00616g,1.24275547392985,1.23662321597456,1.18782282728551,1.12059069345545,0.350887206753641
SAKL0A00638g,0.164992169740556,0.14499440952896,0.136924879688994,0.107978571943847,0.0990672368012804
SAKL0A00660g,1.57853679540997,1.57521408533613,1.57088969280309,1.56316103976654,0.154783066330379
SAKL0A00704g,0.254070648427822,0.248856690103613,0.230700721911371,0.202177334082734,0.102869485538522
SAKL0A00726g,0.518157638660635,0.514840657953654,0.501098485179614,0.482134778636393,0.128583328081477
SAKL0A00748g,1.93307212741809,1.93408265149764,1.91995484801519,1.90650751147671,0.223102165632618
SAKL0A00770g,0.954518947486251,0.953348972121501,0.936016606375142,0.916375988939563,0.183963074007327
SAKL0A00792g,0.600665848458038,0.593700575055719,0.567879084351622,0.529144869465818,0.18794417269939
SAKL0A00814g,1.42433826405968,1.40924315261497,1.37891389204413,1.32982139537854,0.351695330143771
SAKL0A00836g,0.250122497627349,0.219298399549458,0.206461683462194,0.163213351149531,0.151312346970141
SAKL0A00858g,0.504538454391101,0.502777671969181,0.484969191660167,0.462796206062437,0.135163191550489
