ORF_Info,Phi_Post_Arith_Mean,Phi_Post_Median,Phi_Post_Geom_Mean,Phi_Post_Harm_Mean,Phi_Post_SD
SAKL0A00132g,0.386241999569767,0.380586811278357,0.36249217358633,0.334562258899803,0.129172586860423
SAKL0A00154g,1.33579470668025,1.3268089518685,1.32672586294875,1.31760864635886,0.155593796938053
SAKL0A00176g,0.831116501713574,0.821002208902296,0.807636544271232,0.782644035813563,0.193617739586642
SAKL0A00198g,0.70094922351743,0.705118375919239,0.680194425788313,0.657752364794328,0.165805882273712
SAKL0A00220g,1.53713032472485,1.52899840656442,1.52822091905671,1.51930844771599,0.165744877069946
SAKL0A00242g,0.705167466724111,0.702032661441559,0.689285923165891,0.671999019471572,0.14553782942164
SAKL0A00264g,0.975000374232849,0.975209827287773,0.97030383477494,0.965563257662805,0.0954365313073285
SAKL0A00286g,0.209492165340776,0.193036083211601,0.187314186789322,0.164012500818016,0.0966932228390532
SAKL0A00308g,2.61769540077972,2.60565987986505,2.60618222121441,2.5946373585214,0.24562521491285
SAKL0A00330g,0.327172978987967,0.320284817532265,0.303503893881798,0.276334761719009,0.119724312257321
SAKL0A00352g,0.793065390706969,0.800167626523307,0.778493599715323,0.762839045880489,0.147673377887438
SAKL0A00374g,0.896130853285988,0.895207747945875,0.886109067701012,0.875880492086893,0.133084511924652
SAKL0A00396g,1.09332609402461,1.08077661763135,1.07194088466079,1.04988062161255,0.213947316092904
SAKL0A00418g,0.653159235006139,0.653501600494362,0.637799955721552,0.621360742046208,0.138216427495179
SAKL0A00440g,0.890672761477753,0.891519006464162,0.886906844637522,0.883111995020129,0.0817145219997406
SAKL0A00462g,0.212917003911097,0.207788483006903,0.19868660311929,0.182552172151207,0.0752985545599349
SAKL0A00484g,0.642751906090208,0.641812906606058,0.634305895685215,0.625476025203249,0.102498285313199
SAKL0A00506g,0.98290348435056,0.972849311907252,0.94421425660944,0.901876172733519,0.267863185805006
SAKL0A00528g,0.268542263605464,0.263500267630402,0.247109157000631,0.222391433671175,0.103406081083034
SAKL0A00550g,0.459001826164805,0.446839795234827,0.421072795760145,0.379182541566908,0.18089802632253
SAKL0A00572g,0.964870513426757,0.96539506176594,0.959543066484555,0.954134653201827,0.100829799598219
SAKL0A00594g,1.01797647800916,1.01657355751531,1.00954624986896,1.00088817562309,0.129803103966372
SAKL0A00616g,1.16601960635112,1.1768501723812,1.1301763533019,1.09047110430827,0.278847811219065
SAKL0A00638g,0.229316020413294,0.213679382801672,0.203648598446871,0.176071862083579,0.108539489670793
SAKL0A00660g,1.46039577340241,1.45868105031977,1.45308270389005,1.44575575215646,0.146255889555641
SAKL0A00704g,0.361149236050963,0.361168823501679,0.345762146311399,0.328507670166328,0.101487608319581
SAKL0A00726g,0.595812152317754,0.597429283345189,0.58468336366792,0.572721391703787,0.112216638574671
SAKL0A00748g,1.75328272775193,1.74303376202004,1.74214405891662,1.73103497139376,0.198205327089507
SAKL0A00770g,0.983297648306354,0.983947510379468,0.970826696783632,0.958056175294012,0.155689454070806
SAKL0A00792g,0.68024280127206,0.678879561954082,0.661813572567846,0.641986047495773,0.154508316396884
SAKL0A00814g,1.32563113674552,1.31234419752831,1.29628458037856,1.26593075458494,0.276340673219215
SAKL0A00836g,0.337481195480363,0.31515662458416,0.302064909021009,0.264121242043958,0.15362632451969
SAKL0A00858g,0.578341096213539,0.577435351647215,0.565972134960236,0.552557644247271,0.116571281893008
SAKL0A00880g,0.395525949607132,0.394264984173808,0.373542891556608,0.345530311374652,0.123471610807477
SAKL0A00902g,0.432835063960047,0.433197361668397,0.424026948925213,0.41444537387352,0.0845617304958401
SAKL0A00924g,0.860858136661512,0.858386699308923,0.851753565573901,0.842356652360343,0.124007973066242
SAKL0A00946g,1.00861840938064,0.994916407243243,0.962559348534031,0.909236066846745,0.291830221776837
SAKL0A00968g,0.482577298468785,0.480903845985821,0.466948692447172,0.449528606007381,0.118241490665447
SAKL0A00990g,1.12978474032557,1.12730966847009,1.10667773388639,1.08185874278207,0.223180418051303
SAKL0A01012g,1.44256080843081,1.43112246205564,1.42894863692689,1.41521352117334,0.197940975958645
SAKL0A01034g,1.24884148066925,1.24945942947997,1.24273376569785,1.23658750858774,0.123309917507196
SAKL0A01056g,0.418518026833607,0.409853352293147,0.393861704935049,0.365191113539157,0.137342897394993
SAKL0A01078g,0.52704628515328,0.495361070642122,0.474833163989926,0.415361110120551,0.230287516705885
