SAKL0A00132g,0.306618,0.0145177
SAKL0A00154g,1.344,0.0176597
SAKL0A00176g,0.778498,0.0333295
SAKL0A00198g,0.639204,0.0322377
SAKL0A00220g,1.54136,0.0282765
SAKL0A00242g,0.678516,0.0216549
SAKL0A00264g,0.951558,0.00767058
SAKL0A00286g,0.183417,0.0093913
SAKL0A00308g,2.72027,0.0689377
SAKL0A00330g,0.280824,0.0145906
SAKL0A00352g,0.754251,0.0168863
SAKL0A00374g,0.848775,0.0156727
SAKL0A00396g,1.06085,0.063767
SAKL0A00418g,0.589948,0.022665
SAKL0A00440g,0.846046,0.00511597
SAKL0A00462g,0.146672,0.00377434
SAKL0A00484g,0.590939,0.00933642
SAKL0A00506g,0.881403,0.0720327
SAKL0A00528g,0.219821,0.008134
SAKL0A00550g,0.41121,0.028609
SAKL0A00572g,0.925542,0.00945103
SAKL0A00594g,0.994116,0.018759
SAKL0A00616g,1.19587,0.120974
SAKL0A00638g,0.182192,0.00736106
SAKL0A00660g,1.46932,0.0176696
SAKL0A00704g,0.307222,0.00779055
SAKL0A00726g,0.543314,0.0107059
SAKL0A00748g,1.77294,0.0364158
SAKL0A00770g,0.931983,0.0251268
SAKL0A00792g,0.634135,0.0248306
SAKL0A00814g,1.39705,0.120152
SAKL0A00836g,0.282781,0.0161273
SAKL0A00858g,0.513047,0.0111777
SAKL0A00880g,0.310756,0.0162815
SAKL0A00902g,0.353011,0.00742627
SAKL0A00924g,0.817174,0.017363
SAKL0A00946g,0.94879,0.0981621
SAKL0A00968g,0.410688,0.0182142
SAKL0A00990g,1.09309,0.0608677
SAKL0A01012g,1.43998,0.0394744
SAKL0A01034g,1.24796,0.0193465
SAKL0A01056g,0.357965,0.0143607
SAKL0A01078g,0.450778,0.0574084
SAKL0A01100g,0.402509,0.0149062
SAKL0A01122g,0.514364,0.0193735
SAKL0A01144g,0.446517,0.0280098
SAKL0A01166g,0.562422,0.0167631
SAKL0A01188g,0.854482,0.0124861
SAKL0A01210g,0.786901,0.0957098
SAKL0A01232g,0.308638,0.0154355
SAKL0A01254g,0.503246,0.00557961
SAKL0A01276g,1.0495,0.0239243
SAKL0A01298g,0.606486,0.0446949
SAKL0A01320g,1.06221,0.0183905
SAKL0A01342g,0.458722,0.0188365
SAKL0A01364g,1.54517,0.0488305
SAKL0A01386g,0.33621,0.00768293
SAKL0A01408g,0.317212,0.0115637
SAKL0A01430g,0.655173,0.0269583
SAKL0A01452g,0.770498,0.00862113
SAKL0A01474g,0.428161,0.0159335
SAKL0A01496g,0.352501,0.0136988
SAKL0A01518g,0.260486,0.017557
SAKL0A01628g,0.868388,0.0166973
SAKL0A01650g,0.38329,0.00445095
SAKL0A01672g,0.37701,0.0314362
SAKL0A01694g,0.665388,0.0514375
SAKL0A01716g,0.46813,0.0423036
SAKL0A01738g,0.980002,0.0120591
SAKL0A01760g,0.396922,0.0134802
SAKL0A01782g,2.69467,0.034796
SAKL0A01804g,0.571886,0.0148606
SAKL0A01826g,1.11668,0.087782
SAKL0A01848g,1.47983,0.0277091
SAKL0A01870g,0.465473,0.0324658
SAKL0A01892g,0.451151,0.029615
SAKL0A01914g,0.769591,0.0172298
SAKL0A01936g,0.932308,0.043831
SAKL0A01958g,1.39549,0.0635171
SAKL0A01980g,1.83796,0.0664118
SAKL0A02002g,0.332033,0.0109317
SAKL0A02024g,1.52188,0.0453141
SAKL0A02046g,2.53196,0.0126906
SAKL0A02068g,0.683167,0.0187848
SAKL0A02090g,0.296925,0.00519654
SAKL0A02112g,0.566796,0.0367765
SAKL0A02134g,0.946068,0.0130528
SAKL0A02156g,0.621196,0.0112691
SAKL0A02178g,0.364816,0.00741962
SAKL0A02200g,0.831323,0.00630066
SAKL0A02222g,0.319451,0.0289136
SAKL0A02244g,1.23576,0.0357675
SAKL0A02266g,2.91364,0.0313864
SAKL0A02288g,0.158287,0.00567182
SAKL0A02310g,2.68338,0.0477644
SAKL0A02332g,0.308262,0.0243535
SAKL0A02354g,2.02057,0.0776031
SAKL0A02376g,0.621555,0.0374995
SAKL0A02398g,0.790605,0.0193679
SAKL0A02420g,0.540179,0.0269435
SAKL0A02442g,0.219612,0.00876636
SAKL0A02464g,0.445029,0.0121594
SAKL0A02486g,1.00179,0.0443914
SAKL0A02508g,0.771193,0.0195579
SAKL0A02530g,0.367272,0.0135598
