SAKL0A00132g,1,0
SAKL0A00154g,0,1
SAKL0A00176g,1,0
SAKL0A00198g,1,0
SAKL0A00220g,1,0
SAKL0A00242g,1,0
SAKL0A00264g,1,0
SAKL0A00286g,1,0
SAKL0A00308g,1,0
SAKL0A00330g,1,0
SAKL0A00352g,1,0
SAKL0A00374g,1,0
SAKL0A00396g,1,0
SAKL0A00418g,1,0
SAKL0A00440g,1,0
SAKL0A00462g,1,0
SAKL0A00484g,1,0
SAKL0A00506g,1,0
SAKL0A00528g,1,0
SAKL0A00550g,1,0
SAKL0A00572g,1,0
SAKL0A00594g,1,0
SAKL0A00616g,0.96,0.04
SAKL0A00638g,1,0
SAKL0A00660g,1,0
SAKL0A00704g,1,0
SAKL0A00726g,1,0
SAKL0A00748g,1,0
SAKL0A00770g,1,0
SAKL0A00792g,1,0
SAKL0A00814g,1,0
SAKL0A00836g,1,0
SAKL0A00858g,1,0
SAKL0A00880g,1,0
SAKL0A00902g,1,0
SAKL0A00924g,1,0
SAKL0A00946g,1,0
SAKL0A00968g,1,0
SAKL0A00990g,0.99,0.01
SAKL0A01012g,0.23,0.77
SAKL0A01034g,1,0
SAKL0A01056g,1,0
SAKL0A01078g,1,0
SAKL0A01100g,1,0
SAKL0A01122g,1,0
SAKL0A01144g,1,0
SAKL0A01166g,1,0
SAKL0A01188g,1,0
SAKL0A01210g,0.99,0.01
SAKL0A01232g,1,0
SAKL0A01254g,1,0
SAKL0A01276g,1,0
SAKL0A01298g,1,0
SAKL0A01320g,1,0
SAKL0A01342g,0.45,0.55
SAKL0A01364g,0.58,0.42
SAKL0A01386g,0.98,0.02
SAKL0A01408g,1,0
SAKL0A01430g,1,0
SAKL0A01452g,1,0
SAKL0A01474g,1,0
SAKL0A01496g,1,0
SAKL0A01518g,1,0
SAKL0A01628g,1,0
SAKL0A01650g,1,0
SAKL0A01672g,1,0
SAKL0A01694g,1,0
SAKL0A01716g,1,0
SAKL0A01738g,1,0
SAKL0A01760g,1,0
SAKL0A01782g,1,0
SAKL0A01804g,1,0
SAKL0A01826g,0.72,0.28
SAKL0A01848g,1,0
SAKL0A01870g,1,0
SAKL0A01892g,1,0
SAKL0A01914g,1,0
SAKL0A01936g,1,0
SAKL0A01958g,1,0
SAKL0A01980g,0.3,0.7
SAKL0A02002g,1,0
SAKL0A02024g,1,0
SAKL0A02046g,1,0
SAKL0A02068g,1,0
SAKL0A02090g,1,0
SAKL0A02112g,0,1
