ORF_Info,Phi_Post_Arith_Mean,Phi_Post_Median,Phi_Post_Geom_Mean,Phi_Post_Harm_Mean,Phi_Post_SD
SAKL0A00154g,1.41947476411165,1.41648193424042,1.40919001621287,1.39880551218725,0.170564041000138
SAKL0A00220g,1.64706999778582,1.6459016421083,1.6370043847291,1.62680419001072,0.181174872055279
SAKL0A00286g,0.141742501580742,0.125683269022489,0.119542640975737,0.0971679132489785,0.0811202867149518
SAKL0A00308g,3.00219899200613,3.00130405684388,2.99152300055661,2.98075704095206,0.252424690778394
SAKL0A00352g,0.751682557241857,0.746951958882198,0.730476200064545,0.707019910526976,0.172991248773936
SAKL0A00396g,1.09973596542956,1.09155489263597,1.06779811626432,1.03258430262781,0.257570712815477
SAKL0A00462g,0.115019964001582,0.107595494111369,0.101227880684455,0.0866309413054665,0.0557404789325997
SAKL0A00638g,0.164992169740556,0.14499440952896,0.136924879688994,0.107978571943847,0.0990672368012804
SAKL0A00748g,1.93307212741809,1.93408265149764,1.91995484801519,1.90650751147671,0.223102165632618
SAKL0A00770g,0.954518947486251,0.953348972121501,0.936016606375142,0.916375988939563,0.183963074007327
SAKL0A00792g,0.600665848458038,0.593700575055719,0.567879084351622,0.529144869465818,0.18794417269939
SAKL0A00814g,1.42433826405968,1.40924315261497,1.37891389204413,1.32982139537854,0.351695330143771
SAKL0A00836g,0.250122497627349,0.219298399549458,0.206461683462194,0.163213351149531,0.151312346970141
SAKL0A00858g,0.504538454391101,0.502777671969181,0.484969191660167,0.462796206062437,0.135163191550489
SAKL0A00924g,0.833648279193224,0.830897170257736,0.821591226560755,0.808958399831834,0.139331423306512
SAKL0A01012g,1.56916577704405,1.56567437110397,1.55153099191401,1.53346816886588,0.233456580258142
SAKL0A01056g,0.303883208548329,0.288950585984551,0.268607247193764,0.228511350822347,0.141462976017736
SAKL0A01078g,0.40716322798964,0.362272402309262,0.335817916171593,0.258651009938187,0.239175241720962
SAKL0A01144g,0.388931906647265,0.380356655698533,0.345864367875032,0.291955402342057,0.171188226843424
SAKL0A01166g,0.529443445266702,0.523024710297755,0.497067879093636,0.458438262958753,0.175602721964842
SAKL0A01210g,0.843173054028672,0.813614972530566,0.737855971003131,0.599840079627712,0.393173400297826
SAKL0A01232g,0.276821950652076,0.261587918057841,0.246955872552591,0.212500613355719,0.124302805632821
SAKL0A01254g,0.487238102875474,0.487121723640583,0.479257017688024,0.470798437383853,0.0863755469131487
SAKL0A01320g,1.10155965162207,1.10197757679915,1.0897937783244,1.07769805288886,0.159234017220268
SAKL0A01364g,1.69239745407474,1.68630729021541,1.67566419168543,1.65866876481527,0.236759477683511
SAKL0A01452g,0.778805439364489,0.774638251172027,0.771147789363169,0.763328629368583,0.108444654215285
SAKL0A01518g,0.206821348512442,0.18461784188007,0.172010351840284,0.135480302969437,0.119412118326454
SAKL0A01672g,0.315192052126875,0.28300094729619,0.262760968312352,0.205537246846316,0.180983032831204
SAKL0A01694g,0.627519220178587,0.618831407767522,0.589665708543189,0.54464182420716,0.207651323638494
SAKL0A01738g,1.01252975571981,1.01113056704135,1.0051850597112,0.997686457392508,0.120977240229453
SAKL0A01782g,3.05623393418668,3.05153806805053,3.04646801365946,3.0366634276231,0.244065653000948
SAKL0A01804g,0.572002636299121,0.567333848855444,0.548483424993838,0.520726292342586,0.156062767156183
SAKL0A01826g,1.21358817036318,1.2111609259556,1.16645180907347,1.11304200777724,0.32495853964178
SAKL0A01870g,0.424991260705407,0.408430762813728,0.375336192401905,0.318065567403519,0.196849548512336
SAKL0A01936g,0.94160589243698,0.943203042306823,0.914731547319725,0.885090102306841,0.218438733027407
SAKL0A01980g,2.03958418214605,2.03334834929262,2.0192125048272,1.99855200204658,0.28716984563273
SAKL0A02002g,0.298500853211606,0.288475012164451,0.271838862793879,0.239221682293296,0.120117575024953
SAKL0A02068g,0.636889773544631,0.634160025236108,0.613890824004744,0.588214530993025,0.165099110213602
SAKL0A02090g,0.240056511780621,0.236245994336008,0.225095169920797,0.207455645743562,0.0808842190776933
SAKL0A02178g,0.329170735311943,0.327557803704034,0.311406977382121,0.290218068103359,0.10276838805317
SAKL0A02244g,1.30472999343838,1.30259501356377,1.28512426777036,1.26462329723058,0.222388357443515
SAKL0A02288g,0.138498177630165,0.126133957775066,0.119126110937425,0.098313612169013,0.073042410721584
SAKL0A02376g,0.572022998929196,0.566994612620002,0.523542173191729,0.464075860066293,0.221368392944194
SAKL0A02508g,0.81310982675616,0.809451033148115,0.797421330938507,0.780823050614209,0.156282937975391
SAKL0A02552g,0.201608341512106,0.186632350262112,0.17561133263142,0.14740808447671,0.101030632046751
SAKL0A02684g,1.01886634471336,1.00947982345382,0.946449021621774,0.856799480327717,0.360481377766334
SAKL0A02706g,0.221864639107608,0.201144493767732,0.189989495104712,0.155084934024893,0.118054305507193
SAKL0A02750g,2.59081757437894,2.59193629406194,2.57559075966554,2.56011695164633,0.279123421611672
SAKL0A02860g,0.283345514767042,0.276889504684878,0.261011781897036,0.23470895181962,0.106829941922028
SAKL0A02904g,0.375275820657488,0.375174637941363,0.36463778125846,0.352954156429354,0.0864219914548149
SAKL0A02970g,0.188969197551066,0.174198334701422,0.16340959507272,0.13492782466259,0.0965012727474477
SAKL0A03014g,0.482300006172945,0.47553038037148,0.441260506411372,0.388387404378767,0.186173936532821
SAKL0A03036g,0.567875231413873,0.560741056878161,0.544406305588696,0.518227098506831,0.157414746610535
SAKL0A03058g,1.10196580999296,1.09841683140428,1.08473979367603,1.06672272903266,0.192018270070383
SAKL0A03080g,0.390193875415445,0.381956339473074,0.35648537803284,0.31501448141946,0.152527631345201
SAKL0A03102g,1.10826101840091,1.10299356532183,1.09705983648928,1.08556621491193,0.156057645517888
SAKL0A03124g,0.175294858340529,0.163569949787036,0.151531066504114,0.126544747904359,0.0915841496213196
SAKL0A03168g,0.238560038685609,0.218445891274493,0.206766746591103,0.172019088520537,0.120371936182087
SAKL0A03212g,0.268053264771746,0.247568756473293,0.231756795559468,0.190901742359926,0.136591666654863
SAKL0A03234g,4.92385652452031,4.91682270161737,4.91426807071481,4.9046909924566,0.3076201365024
SAKL0A03278g,1.23857191999271,1.23757690561502,1.20330481098416,1.16460581691354,0.285857310868493
SAKL0A03300g,2.35295176435853,2.35131594723673,2.3356091634982,2.31798880496449,0.284172655667708
SAKL0A03322g,0.324261155835223,0.301006067631844,0.278412609332217,0.227126134104221,0.167369913122003
SAKL0A03344g,0.251764240666082,0.240285018666419,0.221937985733422,0.187659758903625,0.118097935065185
SAKL0A03388g,1.65550568232167,1.65638195383987,1.62766152156746,1.59871489788872,0.298897202084759
SAKL0A03498g,0.29227528321794,0.258031778016916,0.241409753822911,0.187233672846992,0.173834537983202
SAKL0A03608g,0.485055596846427,0.478473463791278,0.449105966666149,0.405548268525166,0.175521189506349
SAKL0A03630g,1.7240170964507,1.71349987396698,1.68350996081269,1.6409421144561,0.367583518414521
SAKL0A03652g,1.08054375938078,1.07752721407799,1.06840727410104,1.05594362011303,0.160342845220809
SAKL0A03674g,0.211472365922549,0.207518123098818,0.19814877562778,0.182556539863496,0.0715887055479884
SAKL0A03718g,1.37407276594865,1.36900671825354,1.36089458723139,1.34744055839528,0.188878970732042
SAKL0A03762g,0.362931424033289,0.356516513907978,0.341422697712709,0.315237117616452,0.118625352883537
SAKL0A03784g,0.2820478883935,0.272708938199671,0.251969921344749,0.215205101499426,0.122817693150883
SAKL0A03850g,0.193741826626383,0.181488240875633,0.169978035022172,0.143260050588534,0.0927273975737381
SAKL0A03872g,1.25545684593519,1.25349727507423,1.2481126194494,1.2406959554026,0.135341470382229
SAKL0A03938g,0.264836351667276,0.253982815050142,0.235351316191759,0.20036332433565,0.119084799562245
SAKL0A03960g,3.05667188091466,3.04418525910487,3.03180027768697,3.00657870574787,0.388207860322135
SAKL0A04004g,0.617543895635012,0.614777263007914,0.608824342999326,0.599786659014407,0.102383525828745
SAKL0A04070g,0.216172273086006,0.195682466350165,0.183936256286521,0.149470840299734,0.117666657744092
SAKL0A04092g,0.489937512838683,0.489595832294928,0.481990777675029,0.473620717120813,0.0865375309347599
SAKL0A04114g,0.682835849347425,0.681656806471639,0.662117251059405,0.63990556013147,0.16414142732414
SAKL0A04158g,1.31197354129552,1.30664869407878,1.29968199171002,1.2872265089612,0.178826108290118
SAKL0A04290g,1.02720872122642,1.02388373550625,1.01857259847923,1.00982066285541,0.132679708206898
SAKL0A04356g,0.556650226589109,0.554652910267996,0.53632639309548,0.513594941568469,0.144788099559407
SAKL0A04400g,0.262443867322491,0.249774266923186,0.22901248472061,0.191480989005682,0.127621646975104
SAKL0A04444g,1.34702288389658,1.34346903967409,1.33415360889739,1.32089461339881,0.184181640359889
SAKL0A04532g,0.265489657121253,0.259248502744511,0.239321347131102,0.207962726247647,0.111827109484046
